Course Title,TermCode,Period,Teacher,Abs1,SISNumber,Grade
B: Prob & Statistics,Q3,4,"Nelson, Matthew",0,721571,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",8,685415,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",10,626586,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",8,801012,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",10,660613,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",7,660430,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",1,681181,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",14,779313,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",16,558625,P
B: Prob & Statistics,Q3,4,"Nelson, Matthew",32,698398,I
B: Prob & Statistics,Q3,4,"Nelson, Matthew",9,689565,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",6,655849,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",4,529105,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",0,571084,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",5,515638,I
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",5,811707,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",32,572385,I
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",4,655970,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",18,601703,I
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",5,666029,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",12,655529,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",8,654871,I
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",4,626678,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",9,658084,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",7,570178,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",3,538524,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",11,570176,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",14,558625,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",4,716407,P
D: Math Properties & Proofs Q3,Q3,5,"Nelson, Matthew",7,642704,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",5,605118,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",5,612191,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",16,512657,I
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",6,751480,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",13,655529,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",6,622893,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",1,721571,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",8,751741,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",2,393609,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",5,626678,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",9,586526,I
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",11,801012,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",18,764982,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",18,553735,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",14,586848,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",13,752117,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",10,689565,P
Personal Growth/Life Skills,Q3,7,"Nelson, Matthew",9,642704,P
Technology 101,Q3,8,"Nelson, Matthew",11,626557,P
Technology 101,Q3,8,"Nelson, Matthew",16,717118,P
Technology 101,Q3,8,"Nelson, Matthew",24,622102,P
Technology 101,Q3,8,"Nelson, Matthew",22,571944,P
Technology 101,Q3,8,"Nelson, Matthew",6,605118,P
Technology 101,Q3,8,"Nelson, Matthew",12,656367,P
Technology 101,Q3,8,"Nelson, Matthew",8,614047,P
Technology 101,Q3,8,"Nelson, Matthew",36,572385,I
Technology 101,Q3,8,"Nelson, Matthew",4,314608,P
Technology 101,Q3,8,"Nelson, Matthew",20,601703,P
Technology 101,Q3,8,"Nelson, Matthew",1,516897,P
Technology 101,Q3,8,"Nelson, Matthew",16,685415,P
Technology 101,Q3,8,"Nelson, Matthew",22,517041,P
Technology 101,Q3,8,"Nelson, Matthew",8,801859,P
Technology 101,Q3,8,"Nelson, Matthew",14,801266,P
Technology 101,Q3,8,"Nelson, Matthew",5,626678,I
Technology 101,Q3,8,"Nelson, Matthew",0,795637,P
Technology 101,Q3,8,"Nelson, Matthew",19,516790,P
Technology 101,Q3,8,"Nelson, Matthew",8,570178,P
Technology 101,Q3,8,"Nelson, Matthew",14,426847,P
Technology 101,Q3,8,"Nelson, Matthew",10,689565,P
