Course Title,TermCode,Period,Teacher,Abs1,SISNumber,Grade
Zines B,Q2,5,"Nelson, Matthew",33,674111,NG
Zines B,Q2,5,"Nelson, Matthew",20,601703,B
Zines B,Q2,5,"Nelson, Matthew",33,626562,D
Zines B,Q2,5,"Nelson, Matthew",33,778213,D
Zines B,Q2,5,"Nelson, Matthew",16,626678,B
Zines B,Q2,5,"Nelson, Matthew",5,778807,A
Zines B,Q2,5,"Nelson, Matthew",24,788157,A
Zines B,Q2,5,"Nelson, Matthew",21,673215,C
Zines B,Q2,5,"Nelson, Matthew",8,715259,D
Zines B,Q2,5,"Nelson, Matthew",9,716407,B
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",23,723625,D
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",15,803388,D
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",16,720886,B
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",5,678465,B
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",3,737937,A
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",21,729008,D
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",10,726325,B
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",19,727705,C
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",33,626562,C
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",12,781178,A
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",11,770552,B
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",10,764960,D
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",21,702365,C
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",5,816956,A
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",22,737934,D
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",17,732392,C
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",20,801355,C
A: Functions/Linear Equations Q2,Q2,6,"Nelson, Matthew",0,751291,A
HE: Urban Hiking,Q2,7,"Nelson, Matthew",11,612191,A
HE: Urban Hiking,Q2,7,"Nelson, Matthew",10,662967,B
HE: Urban Hiking,Q2,7,"Nelson, Matthew",8,693432,A
PE: Urban Hiking,Q2,7,"Nelson, Matthew",7,762179,A
PE: Urban Hiking,Q2,7,"Nelson, Matthew",7,605118,B
PE: Urban Hiking,Q2,7,"Nelson, Matthew",7,768014,A
PE: Urban Hiking,Q2,7,"Nelson, Matthew",31,751481,B
PE: Urban Hiking,Q2,7,"Nelson, Matthew",6,604338,A
PE: Urban Hiking,Q2,7,"Nelson, Matthew",11,655970,A
PE: Urban Hiking,Q2,7,"Nelson, Matthew",10,726325,B
PE: Urban Hiking,Q2,7,"Nelson, Matthew",33,626562,NG
PE: Urban Hiking,Q2,7,"Nelson, Matthew",14,655624,A
PE: Urban Hiking,Q2,7,"Nelson, Matthew",3,721571,A
PE: Urban Hiking,Q2,7,"Nelson, Matthew",19,570178,B
PE: Urban Hiking,Q2,7,"Nelson, Matthew",14,538524,B
PE: Urban Hiking,Q2,7,"Nelson, Matthew",18,649817,B
PE: Urban Hiking,Q2,7,"Nelson, Matthew",15,732392,B
PE: Urban Hiking,Q2,7,"Nelson, Matthew",32,570176,B
PE: Urban Hiking,Q2,7,"Nelson, Matthew",16,618716,B
