Course Title,TermCode,Period,Teacher,Abs1,SISNumber,Grade
LA: Creative Writing,Q2,3,"Nelson, Matthew",3,691585,A
LA: Creative Writing,Q2,3,"Nelson, Matthew",12,723954,C
LA: Creative Writing,Q2,3,"Nelson, Matthew",1,721061,A
LA: Creative Writing,Q2,3,"Nelson, Matthew",29,605399,NG
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",26,717118,C
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",11,768014,C
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",37,680242,NG
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",8,661833,B
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",3,656290,A
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",16,703239,D
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",13,768951,C
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",28,818729,D
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",2,713632,A
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",7,715259,A
G: Analytical Geometry Q2,Q2,4,"Nelson, Matthew",2,711337,C
Zines B,Q2,6,"Nelson, Matthew",3,749499,C
Zines B,Q2,6,"Nelson, Matthew",5,712875,A
Zines B,Q2,6,"Nelson, Matthew",10,737937,A
Zines B,Q2,6,"Nelson, Matthew",3,733363,A
Zines B,Q2,6,"Nelson, Matthew",19,693432,A
Zines B,Q2,6,"Nelson, Matthew",27,676003,P
Zines B,Q2,6,"Nelson, Matthew",0,778724,A
Zines B,Q2,6,"Nelson, Matthew",24,734581,A
Zines B,Q2,6,"Nelson, Matthew",30,670990,A
Zines B,Q2,6,"Nelson, Matthew",17,825365,A
Zines B,Q2,6,"Nelson, Matthew",27,777027,A
Zines B,Q2,6,"Nelson, Matthew",13,705259,A
Zines B,Q2,6,"Nelson, Matthew",1,721061,A
Zines B,Q2,6,"Nelson, Matthew",35,605399,NG
Zines B,Q2,6,"Nelson, Matthew",5,688149,C
Zines B,Q2,6,"Nelson, Matthew",3,711337,C
G: Analytical Geometry Q2,Q2,7,"Nelson, Matthew",28,648249,C
G: Analytical Geometry Q2,Q2,7,"Nelson, Matthew",5,692103,C
G: Analytical Geometry Q2,Q2,7,"Nelson, Matthew",33,687735,D
G: Analytical Geometry Q2,Q2,7,"Nelson, Matthew",8,828616,A
G: Analytical Geometry Q2,Q2,7,"Nelson, Matthew",2,721571,A
G: Analytical Geometry Q2,Q2,7,"Nelson, Matthew",11,679761,C
G: Analytical Geometry Q2,Q2,7,"Nelson, Matthew",20,800173,D
Zines B,Q2,8,"Nelson, Matthew",15,736032,A
Zines B,Q2,8,"Nelson, Matthew",5,750463,B
Zines B,Q2,8,"Nelson, Matthew",10,728189,B
Zines B,Q2,8,"Nelson, Matthew",12,805032,A
Zines B,Q2,8,"Nelson, Matthew",1,763282,B
Zines B,Q2,8,"Nelson, Matthew",19,728288,B
Zines B,Q2,8,"Nelson, Matthew",13,768446,B
Zines B,Q2,8,"Nelson, Matthew",10,750306,A
Zines B,Q2,8,"Nelson, Matthew",17,824391,B
Zines B,Q2,8,"Nelson, Matthew",16,573971,C
Zines B,Q2,8,"Nelson, Matthew",22,750620,D
Zines B,Q2,8,"Nelson, Matthew",11,728981,A
Zines B,Q2,8,"Nelson, Matthew",2,712031,A
Zines B,Q2,8,"Nelson, Matthew",4,749978,A
Zines B,Q2,8,"Nelson, Matthew",25,737934,NG
